variable,min,max,mean,std,missing_percent
cdr_seaice_conc,0.0,1.0,0.28957584150271964,0.43085516006499336,26.143434497483604
uo,-0.9250345009004501,1.270488743490932,0.06505217902363136,0.12871948812985998,31.86575415586396
vo,-1.2336511057555923,1.2619023744762978,0.028318532455584508,0.12507824018872224,31.86575415586396
thetao,-2.07337846452102,10.23764981681881,0.600547820314127,2.72815591954758,31.86575415586396
u10,-31.034521619585682,21.083451130375856,2.93562125939348,6.92314738533066,10.48402470642062
v10,-19.754916632021327,28.04856108216576,0.01982832283225252,6.045450285584359,10.48402470642062
t2m,-76.52925168109869,10.031021923550156,-12.698084832299488,18.107482268695883,10.48402470642062
msl,936.8679940450177,1043.9533580232192,992.4641040583192,15.534952926568318,10.48402470642062
wind_speed_max,0.21220201611938036,34.453815902653965,11.974187767833941,4.356526520846642,10.48402470642062
